,city,date,treat,price,rating,omtaler,gæster,bathroom,hair dryer,other,cleaning products,shampoo,hot water,hangers,blackout curtains,family,temperature,security,work,wi-fi,kitchen,refrigerator,dishwasher,attractions nearby,outdoor,parkering og faciliteter,washing machine,bed linen,entertainment,view,host,mailbox,pool etc.,smoking allowed,fitness equipment,fireplace,Sights,Safety,Shopping,Location,Climate,Affordability
5811,Lyon,2024-06-02,1,770.0,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5812,Lyon,2024-06-02,1,782.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5813,Lyon,2024-06-02,1,700.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
5814,Lyon,2024-06-02,1,854.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
5815,Lyon,2024-06-02,1,854.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5816,Lyon,2024-06-02,1,535.0,4.86,7.0,2.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5817,Lyon,2024-06-02,1,719.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5818,Lyon,2024-06-02,1,585.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5819,Lyon,2024-06-02,1,675.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5820,Lyon,2024-06-02,1,607.0,4.33,3.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5821,Lyon,2024-06-02,1,635.0,4.0,3.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5822,Lyon,2024-06-02,1,599.0,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
5823,Lyon,2024-06-02,1,763.0,,,4.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
5824,Lyon,2024-06-02,1,630.0,,,4.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5825,Lyon,2024-06-02,1,521.0,,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5826,Lyon,2024-06-02,1,539.0,4.59,22.0,0.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5827,Lyon,2024-06-02,1,800.0,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5828,Lyon,2024-06-02,1,590.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5829,Lyon,2024-06-02,1,630.0,4.67,3.0,4.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5830,Lyon,2024-06-02,1,585.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5831,Lyon,2024-06-02,1,846.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5832,Lyon,2024-06-02,1,809.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5833,Lyon,2024-06-02,1,707.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
5834,Lyon,2024-06-02,1,534.0,4.13,8.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5835,Lyon,2024-06-02,1,559.0,4.64,11.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5836,Lyon,2024-06-02,1,866.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5837,Lyon,2024-06-02,1,853.0,,,2.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5838,Lyon,2024-06-02,1,594.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5839,Lyon,2024-06-02,1,542.0,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5840,Lyon,2024-06-02,1,675.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5841,Lyon,2024-06-02,1,742.0,3.86,7.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5842,Lyon,2024-06-02,1,525.0,3.75,4.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5843,Lyon,2024-06-02,1,558.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
5844,Lyon,2024-06-02,1,1119.0,4.81,195.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5845,Lyon,2024-06-02,1,899.0,4.98,45.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5846,Lyon,2024-06-02,1,899.0,4.87,577.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5847,Lyon,2024-06-02,1,1463.0,4.88,351.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5848,Lyon,2024-06-02,1,1459.0,4.8,301.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5849,Lyon,2024-06-02,1,975.0,4.98,40.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5850,Lyon,2024-06-02,1,1102.0,,,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5851,Lyon,2024-06-02,1,1340.0,4.84,76.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5852,Lyon,2024-06-02,1,1427.0,4.87,15.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5853,Lyon,2024-06-02,1,1059.0,4.96,26.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5854,Lyon,2024-06-02,1,949.0,4.86,80.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5855,Lyon,2024-06-02,1,1165.0,5.0,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5856,Lyon,2024-06-02,1,1142.0,4.77,13.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5857,Lyon,2024-06-02,1,899.0,4.74,23.0,4.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5858,Lyon,2024-06-02,1,898.0,4.92,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5859,Lyon,2024-06-02,1,1293.0,4.98,46.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5860,Lyon,2024-06-02,1,890.0,4.79,397.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
5861,Lyon,2024-06-02,1,895.0,4.95,19.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5862,Lyon,2024-06-02,1,941.0,4.82,17.0,4.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5863,Lyon,2024-06-02,1,1205.0,4.97,34.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5864,Lyon,2024-06-02,1,1182.0,4.63,125.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5865,Lyon,2024-06-02,1,1134.0,4.5,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5866,Lyon,2024-06-02,1,1297.0,4.91,11.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5867,Lyon,2024-06-02,1,898.0,4.75,74.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5868,Lyon,2024-06-02,1,1117.0,,,2.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5869,Lyon,2024-06-02,1,1028.0,4.7,23.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5870,Lyon,2024-06-02,1,1154.0,4.76,104.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5871,Lyon,2024-06-02,1,1023.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5872,Lyon,2024-06-02,1,1321.0,4.6,228.0,3.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5873,Lyon,2024-06-02,1,1206.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5874,Lyon,2024-06-02,1,890.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5875,Lyon,2024-06-02,1,1365.0,5.0,25.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5876,Lyon,2024-06-02,1,881.0,4.67,159.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5877,Lyon,2024-06-02,1,907.0,,,2.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5878,Lyon,2024-06-02,1,1065.0,,,0.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5879,Lyon,2024-06-02,1,1065.0,3.15,20.0,2.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5880,Lyon,2024-06-02,1,1070.0,4.67,9.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5881,Lyon,2024-06-02,1,1340.0,4.0,25.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
5882,Lyon,2024-06-02,1,894.0,4.67,3.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5883,Lyon,2024-06-02,1,1077.0,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
5884,Lyon,2024-06-02,1,1427.0,4.8,10.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5885,Lyon,2024-06-02,1,1012.0,5.0,7.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5886,Lyon,2024-06-02,1,1323.0,4.71,156.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,6.25,6.75,5.5,7.25,6.75,3.5
5887,Lyon,2024-06-02,1,946.0,,,6.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5888,Lyon,2024-06-02,1,938.0,4.67,15.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5889,Lyon,2024-06-02,1,988.0,4.73,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5890,Lyon,2024-06-02,1,1297.0,4.91,23.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5891,Lyon,2024-06-02,1,902.0,4.8,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5892,Lyon,2024-06-02,1,1156.0,4.57,7.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,6.25,6.75,5.5,7.25,6.75,3.5
5893,Lyon,2024-06-02,1,890.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5894,Lyon,2024-06-02,1,1012.0,5.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5895,Lyon,2024-06-02,1,1061.0,4.55,207.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5896,Lyon,2024-06-02,1,1241.0,4.82,39.0,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5897,Lyon,2024-06-02,1,1516.0,4.75,4.0,4.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5898,Lyon,2024-06-02,1,887.0,4.97,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5899,Lyon,2024-06-02,1,1065.0,4.56,34.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
5900,Lyon,2024-06-02,1,920.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,,6.25,6.75,5.5,7.25,6.75,3.5
5901,Lyon,2024-06-02,1,938.0,4.71,7.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5902,Lyon,2024-06-02,1,1068.0,4.81,43.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5903,Lyon,2024-06-02,1,1252.0,4.86,7.0,3.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,6.25,6.75,5.5,7.25,6.75,3.5
5904,Lyon,2024-06-02,1,1262.0,4.48,23.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5905,Lyon,2024-06-02,1,1417.0,4.64,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5906,Lyon,2024-06-02,1,1508.0,4.43,14.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5907,Lyon,2024-06-02,1,990.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5908,Lyon,2024-06-02,1,1349.0,5.0,11.0,4.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5909,Lyon,2024-06-02,1,1248.0,,,6.0,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5910,Lyon,2024-06-02,1,938.0,4.37,19.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5911,Lyon,2024-06-02,1,1135.0,4.94,63.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5912,Lyon,2024-06-02,1,890.0,4.75,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5913,Lyon,2024-06-02,1,1147.0,4.91,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5914,Lyon,2024-06-02,1,898.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5915,Lyon,2024-06-02,1,994.0,4.77,47.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5916,Lyon,2024-06-02,1,1549.0,,,6.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5917,Lyon,2024-06-02,1,1454.0,,,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5918,Lyon,2024-06-02,1,942.0,4.94,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
5919,Lyon,2024-06-02,1,1172.0,4.61,192.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
