,city,date,treat,price,rating,omtaler,gæster,soveværelser,hair dryer,shampoo,hot water,washing machine,hangers,work,wi-fi,kitchen,gæster,bed linen,security,refrigerator,outdoor,parkering and faciliteter,host,mailbox,entertainment,temperature,other,cleaning products,family,dishwasher,attractions nearby,view,smoking allowed,blackout curtains,pool etc.,fitness equipment,fireplace,Sights,Safety,Shopping,Location,Climate,Affordability
1112,Krakow,2024-08-01,0,738.0,4.33,3,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1113,Krakow,2024-08-01,0,749.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1114,Krakow,2024-08-01,0,727.0,4.76,22,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1115,Krakow,2024-08-01,0,787.0,,,7.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1116,Krakow,2024-08-01,0,676.0,5.0,4,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1117,Krakow,2024-08-01,0,687.0,4.25,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1118,Krakow,2024-08-01,0,771.0,,,,3.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1119,Krakow,2024-08-01,0,707.0,3.0,3,5.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1120,Krakow,2024-08-01,0,812.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1121,Krakow,2024-08-01,0,767.0,4.64,81,4.0,4.0,1.0,,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1122,Krakow,2024-08-01,0,700.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1123,Krakow,2024-08-01,0,688.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1124,Krakow,2024-08-01,0,702.0,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1125,Krakow,2024-08-01,0,738.0,4.67,3,4.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1126,Krakow,2024-08-01,0,770.0,4.80,5,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1127,Krakow,2024-08-01,0,688.0,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1128,Krakow,2024-08-01,0,718.0,4.41,34,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1129,Krakow,2024-08-01,0,735.0,,,,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1130,Krakow,2024-08-01,0,699.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1131,Krakow,2024-08-01,0,778.0,4.20,10,5.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1132,Krakow,2024-08-01,0,676.0,4.75,4,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1133,Krakow,2024-08-01,0,759.0,5.0,3,2.0,1.0,,,,1.0,,1.0,,1.0,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1134,Krakow,2024-08-01,0,922.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1135,Krakow,2024-08-01,0,678.0,4.33,12,2.0,4.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1136,Krakow,2024-08-01,0,752.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1137,Krakow,2024-08-01,0,964.0,,,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1138,Krakow,2024-08-01,0,775.0,5.0,5,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1139,Krakow,2024-08-01,0,777.0,5.0,5,4.0,2.0,,,,,,1.0,1.0,1.0,4.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1140,Krakow,2024-08-01,0,714.0,4.53,15,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1141,Krakow,2024-08-01,0,675.0,4.67,3,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1142,Krakow,2024-08-01,0,708.0,5.0,3,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1143,Krakow,2024-08-01,0,784.0,,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1144,Krakow,2024-08-01,0,928.0,4.43,7,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1145,Krakow,2024-08-01,0,700.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1146,Krakow,2024-08-01,0,721.0,,,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1147,Krakow,2024-08-01,0,677.0,4.33,18,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1148,Krakow,2024-08-01,0,728.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1149,Krakow,2024-08-01,0,765.0,3.93,15,4.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1150,Krakow,2024-08-01,0,752.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1151,Krakow,2024-08-01,0,718.0,,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1152,Krakow,2024-08-01,0,678.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1153,Krakow,2024-08-01,0,697.0,,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1154,Krakow,2024-08-01,0,693.0,,,4.0,2.0,,,,1.0,,1.0,1.0,1.0,4.0,,,,,1.0,,,,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1155,Krakow,2024-08-01,0,812.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1156,Krakow,2024-08-01,0,741.0,5.0,17,8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1157,Krakow,2024-08-01,0,727.0,5.0,3,4.0,2.0,,,,,,,,1.0,4.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1158,Krakow,2024-08-01,0,742.0,5.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1159,Krakow,2024-08-01,0,700.0,,,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1160,Krakow,2024-08-01,0,777.0,4.33,3,4.0,2.0,,,,,,1.0,1.0,1.0,4.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1161,Krakow,2024-08-01,0,787.0,,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1162,Krakow,2024-08-01,0,767.0,,,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1163,Krakow,2024-08-01,0,718.0,4.06,18,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1164,Krakow,2024-08-01,0,726.0,,,,6.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1165,Krakow,2024-08-01,0,678.0,4.17,7,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1166,Krakow,2024-08-01,0,736.0,,,,4.0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1167,Krakow,2024-08-01,0,767.0,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1168,Krakow,2024-08-01,0,834.0,4.80,5,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1169,Krakow,2024-08-01,0,728.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1170,Krakow,2024-08-01,0,767.0,4.60,5,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1171,Krakow,2024-08-01,0,787.0,4.82,11,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1172,Krakow,2024-08-01,0,686.0,5.0,3,2.0,2.0,,,,,,1.0,1.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1173,Krakow,2024-08-01,0,699.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1174,Krakow,2024-08-01,0,747.0,4.69,13,7.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1175,Krakow,2024-08-01,0,728.0,4.33,6,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,4.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1176,Krakow,2024-08-01,0,715.0,4.43,7,3.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1177,Krakow,2024-08-01,0,721.0,,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1178,Krakow,2024-08-01,0,724.0,5.0,10,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1179,Krakow,2024-08-01,0,688.0,,,4.0,1.0,,,,1.0,,1.0,1.0,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1180,Krakow,2024-08-01,0,695.0,,,,2.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1181,Krakow,2024-08-01,0,709.0,3.67,6,4.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1182,Krakow,2024-08-01,0,733.0,4.71,7,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1183,Krakow,2024-08-01,0,767.0,,,4.0,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1184,Krakow,2024-08-01,0,787.0,,,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1185,Krakow,2024-08-01,0,718.0,,,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1186,Krakow,2024-08-01,0,983.0,4.99,84,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1187,Krakow,2024-08-01,0,821.0,4.82,224,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1188,Krakow,2024-08-01,0,885.0,5.0,5,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1189,Krakow,2024-08-01,0,944.0,4.94,176,8.0,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,8.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1190,Krakow,2024-08-01,0,1028.0,4.95,44,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1191,Krakow,2024-08-01,0,905.0,4.92,390,4.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,4.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1192,Krakow,2024-08-01,0,806.0,4.87,53,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,7.7,6.75,6.0,6.25,5.0,5.25
1193,Krakow,2024-08-01,0,816.0,4.89,259,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1194,Krakow,2024-08-01,0,816.0,4.83,138,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1195,Krakow,2024-08-01,0,833.0,4.84,143,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1196,Krakow,2024-08-01,0,1000.0,4.96,359,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1197,Krakow,2024-08-01,0,1207.0,4.85,107,6.0,3.0,1.0,1.0,1.0,,1.0,1.0,,1.0,6.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1198,Krakow,2024-08-01,0,899.0,4.72,427,8.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,8.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1199,Krakow,2024-08-01,0,1110.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1200,Krakow,2024-08-01,0,865.0,4.91,438,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1201,Krakow,2024-08-01,0,822.0,4.80,203,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1202,Krakow,2024-08-01,0,905.0,4.91,369,6.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1203,Krakow,2024-08-01,0,841.0,5.0,11,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1204,Krakow,2024-08-01,0,881.0,4.99,128,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1205,Krakow,2024-08-01,0,836.0,4.99,98,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1206,Krakow,2024-08-01,0,885.0,4.96,167,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1207,Krakow,2024-08-01,0,833.0,4.76,486,6.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,7.7,6.75,6.0,6.25,5.0,5.25
1208,Krakow,2024-08-01,0,863.0,4.91,22,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1209,Krakow,2024-08-01,0,899.0,4.93,324,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1210,Krakow,2024-08-01,0,988.0,4.94,35,6.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1211,Krakow,2024-08-01,0,841.0,4.93,14,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,7.7,6.75,6.0,6.25,5.0,5.25
1212,Krakow,2024-08-01,0,806.0,4.95,22,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1213,Krakow,2024-08-01,0,816.0,5.0,16,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1214,Krakow,2024-08-01,0,819.0,5.0,27,6.0,6.0,1.0,,,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1215,Krakow,2024-08-01,0,948.0,4.93,28,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,7.7,6.75,6.0,6.25,5.0,5.25
1216,Krakow,2024-08-01,0,885.0,5.0,5,2.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,7.7,6.75,6.0,6.25,5.0,5.25
