,city,date,treat,price,rating,omtaler,gæster,soveværelser,hot water,hangers,bed linen,security,work,wi-fi,kitchen,parkering and faciliteter,hair dryer,other,cleaning products,shampoo,blackout curtains,entertainment,temperature,refrigerator,outdoor,gæster,attractions nearby,family,dishwasher,washing machine,view,smoking allowed,host,mailbox,fitness equipment,fireplace,pool etc.,Sights,Safety,Shopping,Location,Climate,Affordability
231,Lyon,2024-06-02,1,807,4.84,366,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
232,Lyon,2024-06-02,1,630,4.91,163,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
233,Lyon,2024-06-02,1,532,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
234,Lyon,2024-06-02,1,611,5.0,12,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
235,Lyon,2024-06-02,1,594,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
236,Lyon,2024-06-02,1,735,4.89,9,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
237,Lyon,2024-06-02,1,585,4.70,270,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
238,Lyon,2024-06-02,1,683,4.86,103,3.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
239,Lyon,2024-06-02,1,562,4.84,69,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
240,Lyon,2024-06-02,1,575,4.78,89,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
241,Lyon,2024-06-02,1,663,5.0,17,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
242,Lyon,2024-06-02,1,789,4.88,26,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
243,Lyon,2024-06-02,1,527,4.54,195,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
244,Lyon,2024-06-02,1,521,4.81,81,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
245,Lyon,2024-06-02,1,566,4.89,53,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,6.25,6.75,5.5,7.25,6.75,3.5
246,Lyon,2024-06-02,1,772,4.77,84,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,2.0,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
247,Lyon,2024-06-02,1,605,5.0,37,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
248,Lyon,2024-06-02,1,670,4.70,79,4.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,4.0,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
249,Lyon,2024-06-02,1,823,4.41,27,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
250,Lyon,2024-06-02,1,628,4.79,219,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
251,Lyon,2024-06-02,1,539,4.82,76,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
252,Lyon,2024-06-02,1,662,4.53,17,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
253,Lyon,2024-06-02,1,619,4.93,58,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
254,Lyon,2024-06-02,1,692,4.33,27,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
255,Lyon,2024-06-02,1,773,4.50,4,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
256,Lyon,2024-06-02,1,521,4.96,28,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
257,Lyon,2024-06-02,1,539,4.45,89,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,6.25,6.75,5.5,7.25,6.75,3.5
258,Lyon,2024-06-02,1,539,4.72,188,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
259,Lyon,2024-06-02,1,566,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
260,Lyon,2024-06-02,1,718,4.79,19,2.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
261,Lyon,2024-06-02,1,673,4.81,16,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
262,Lyon,2024-06-02,1,619,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
263,Lyon,2024-06-02,1,582,4.60,5,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
264,Lyon,2024-06-02,1,538,4.90,29,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
265,Lyon,2024-06-02,1,583,4.91,76,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
266,Lyon,2024-06-02,1,689,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
267,Lyon,2024-06-02,1,583,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
268,Lyon,2024-06-02,1,520,5.0,9,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
269,Lyon,2024-06-02,1,539,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
270,Lyon,2024-06-02,1,718,4.90,31,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,,1.0,,1.0,1.0,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
271,Lyon,2024-06-02,1,733,4.79,160,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
272,Lyon,2024-06-02,1,1001,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,4.0,,,,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
273,Lyon,2024-06-02,1,538,4.98,53,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
274,Lyon,2024-06-02,1,572,4.99,69,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
275,Lyon,2024-06-02,1,585,5.0,15,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
276,Lyon,2024-06-02,1,675,4.89,19,3.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
277,Lyon,2024-06-02,1,902,4.76,17,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,2.0,1.0,,,,,,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
278,Lyon,2024-06-02,1,795,4.62,78,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,,1.0,1.0,,1.0,,6.25,6.75,5.5,7.25,6.75,3.5
279,Lyon,2024-06-02,1,685,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
280,Lyon,2024-06-02,1,792,4.93,44,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,1.0,6.25,6.75,5.5,7.25,6.75,3.5
281,Lyon,2024-06-02,1,630,4.92,24,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
282,Lyon,2024-06-02,1,713,4.67,190,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,3.0,,1.0,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
283,Lyon,2024-06-02,1,809,4.86,14,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
284,Lyon,2024-06-02,1,630,5.0,4,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
285,Lyon,2024-06-02,1,736,,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
286,Lyon,2024-06-02,1,683,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
287,Lyon,2024-06-02,1,726,4.74,95,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
288,Lyon,2024-06-02,1,539,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,6.25,6.75,5.5,7.25,6.75,3.5
289,Lyon,2024-06-02,1,521,4.54,14,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
290,Lyon,2024-06-02,1,616,4.62,74,3.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
291,Lyon,2024-06-02,1,851,4.92,25,6.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
292,Lyon,2024-06-02,1,715,4.79,28,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
293,Lyon,2024-06-02,1,764,4.57,14,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
294,Lyon,2024-06-02,1,656,5.0,3,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
295,Lyon,2024-06-02,1,846,4.89,28,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
296,Lyon,2024-06-02,1,758,4.74,91,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
297,Lyon,2024-06-02,1,565,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
298,Lyon,2024-06-02,1,665,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
299,Lyon,2024-06-02,1,681,4.81,149,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
300,Lyon,2024-06-02,1,665,4.92,12,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
301,Lyon,2024-06-02,1,783,4.47,34,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
302,Lyon,2024-06-02,1,675,4.83,35,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,4.0,,1.0,1.0,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
303,Lyon,2024-06-02,1,620,4.41,27,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
304,Lyon,2024-06-02,1,630,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,2.0,,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
305,Lyon,2024-06-02,1,567,4.88,64,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,6.25,6.75,5.5,7.25,6.75,3.5
306,Lyon,2024-06-02,1,772,4.90,10,4.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
307,Lyon,2024-06-02,1,806,4.56,672,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
308,Lyon,2024-06-02,1,608,4.29,373,10.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,10.0,,1.0,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
309,Lyon,2024-06-02,1,675,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,,1.0,1.0,,1.0,,,,,6.25,6.75,5.5,7.25,6.75,3.5
310,Lyon,2024-06-02,1,530,5.0,3,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
311,Lyon,2024-06-02,1,649,4.79,19,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,6.25,6.75,5.5,7.25,6.75,3.5
312,Lyon,2024-06-02,1,531,4.73,26,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
313,Lyon,2024-06-02,1,675,4.78,72,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
314,Lyon,2024-06-02,1,585,5.0,6,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
315,Lyon,2024-06-02,1,795,4.83,197,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
316,Lyon,2024-06-02,1,535,,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
317,Lyon,2024-06-02,1,807,4.83,46,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
318,Lyon,2024-06-02,1,630,4.25,4,,2.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
319,Lyon,2024-06-02,1,539,4.77,22,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
320,Lyon,2024-06-02,1,763,4.80,5,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
321,Lyon,2024-06-02,1,718,5.0,4,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
322,Lyon,2024-06-02,1,648,4.67,3,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
323,Lyon,2024-06-02,1,515,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
324,Lyon,2024-06-02,1,809,,,6.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,6.0,,,,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
325,Lyon,2024-06-02,1,732,4.57,68,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
326,Lyon,2024-06-02,1,527,4.58,147,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
327,Lyon,2024-06-02,1,598,4.17,6,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
328,Lyon,2024-06-02,1,675,5.0,3,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,,1.0,,1.0,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
329,Lyon,2024-06-02,1,675,4.60,5,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
330,Lyon,2024-06-02,1,658,4.50,123,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
331,Lyon,2024-06-02,1,665,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
332,Lyon,2024-06-02,1,605,4.66,116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
333,Lyon,2024-06-02,1,739,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
334,Lyon,2024-06-02,1,648,5.0,5,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
335,Lyon,2024-06-02,1,549,5.0,3,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
336,Lyon,2024-06-02,1,592,4.87,15,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
337,Lyon,2024-06-02,1,801,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,,6.25,6.75,5.5,7.25,6.75,3.5
338,Lyon,2024-06-02,1,714,4.67,9,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,6.25,6.75,5.5,7.25,6.75,3.5
339,Lyon,2024-06-02,1,708,5.0,13,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
340,Lyon,2024-06-02,1,574,4.93,40,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,6.25,6.75,5.5,7.25,6.75,3.5
